SurveyDate,Zone,Bird,Count
1/18/2000,I,Snowy Egret,1
1/18/2000,I,Unidentified Gull,1
1/18/2000,I,Western Gull,4
1/18/2000,II,Snowy Egret,2
1/18/2000,II,Unidentified Gull,2
1/18/2000,II,Western Gull,4
1/18/2000,III,Black-Bellied Plover,3
1/18/2000,III,Marbled Godwit,4
1/18/2000,III,Snowy Egret,4
1/18/2000,III,Spotted Sandpiper,1
1/18/2000,III,Unidentified Gull,2
1/18/2000,III,Wandering Tattler,1
1/18/2000,III,Western Gull,6
1/19/2000,I,Snowy Egret,5
1/19/2000,I,Unidentified Gull,1
1/19/2000,II,Great Blue Heron,1
1/19/2000,II,Snowy Egret,1
1/19/2000,II,Western Gull,2
1/19/2000,III,Black-Bellied Plover,3
1/19/2000,III,California Gull,1
1/19/2000,III,Marbled Godwit,2
1/19/2000,III,Snowy Egret,4
1/19/2000,III,Spotted Sandpiper,1
1/19/2000,III,Unidentified Gull,5
1/19/2000,III,Western Gull,8
1/20/2000,I,Snowy Egret,1
1/20/2000,I,Western Gull,3
1/20/2000,II,Great Blue Heron,1
1/20/2000,II,Snowy Egret,1
1/20/2000,III,Black-Bellied Plover,2
1/20/2000,III,Great Blue Heron,1
1/20/2000,III,Great Egret,2
1/20/2000,III,Snowy Egret,3
1/20/2000,III,Spotted Sandpiper,2
1/20/2000,III,Western Gull,6
1/20/2000,III,Whimbrel,1
1/21/2000,I,Snowy Egret,2
1/21/2000,I,Unidentified Gull,1
1/21/2000,I,Western Gull,2
1/21/2000,III,Black-Bellied Plover,5
1/21/2000,III,Marbled Godwit,2
1/21/2000,III,Snowy Egret,4
1/21/2000,III,Western Gull,4
1/21/2000,III,Whimbrel,1
2/1/2000,I,Black Turnstone,5
2/1/2000,I,California Gull,1
2/1/2000,I,Ruddy Turnstone,7
2/1/2000,I,Unidentified Gull,1
2/1/2000,I,Wandering Tattler,2
2/1/2000,I,Willet,1
2/1/2000,II,Snowy Egret,1
2/1/2000,III,Black-Bellied Plover,3
2/1/2000,III,Great Blue Heron,1
2/1/2000,III,Snowy Egret,6
2/1/2000,III,Spotted Sandpiper,1
2/1/2000,III,Unidentified Gull,1
2/1/2000,III,Wandering Tattler,1
2/1/2000,III,Western Gull,7
2/1/2000,III,Whimbrel,1
2/2/2000,I,Snowy Egret,1
2/2/2000,I,Western Gull,1
2/2/2000,II,Ruddy Turnstone,11
2/2/2000,II,Snowy Egret,2
2/2/2000,II,Wandering Tattler,1
2/2/2000,II,Willet,1
2/2/2000,III,Black-Bellied Plover,2
2/2/2000,III,Great Blue Heron,1
2/2/2000,III,Great Egret,1
2/2/2000,III,Snowy Egret,5
2/2/2000,III,Spotted Sandpiper,1
2/2/2000,III,Western Gull,4
2/2/2000,III,Whimbrel,1
2/3/2000,I,Snowy Egret,1
2/3/2000,I,Western Gull,1
2/3/2000,I,Willet,1
2/3/2000,II,Black Phoebe,1
2/3/2000,II,Snowy Egret,1
2/3/2000,II,Western Gull,2
2/3/2000,III,Black-Bellied Plover,1
2/3/2000,III,California Gull,1
2/3/2000,III,Great Blue Heron,1
2/3/2000,III,Marbled Godwit,1
2/3/2000,III,Snowy Egret,3
2/3/2000,III,Unidentified Gull,5
2/3/2000,III,Western Gull,4
2/3/2000,III,Willet,4
2/4/2000,I,Ring-Billed Gull,2
2/4/2000,I,Snowy Egret,2
2/4/2000,I,Unidentified Gull,1
2/4/2000,I,Western Gull,3
2/4/2000,I,Willet,1
2/4/2000,II,Black-Bellied Plover,1
2/4/2000,II,Snowy Egret,1
2/4/2000,II,Western Gull,1
2/4/2000,II,Willet,2
2/4/2000,III,Black Phoebe,1
2/4/2000,III,Great Blue Heron,2
2/4/2000,III,Great Egret,1
2/4/2000,III,Marbled Godwit,4
2/4/2000,III,Ring-Billed Gull,1
2/4/2000,III,Snowy Egret,6
2/4/2000,III,Western Gull,3
2/4/2000,III,Whimbrel,1
2/5/2000,I,Cormorant,1
2/5/2000,I,Snowy Egret,1
2/5/2000,I,Western Gull,4
2/5/2000,I,Willet,1
2/5/2000,II,Snowy Egret,3
2/5/2000,III,Black-Bellied Plover,2
2/5/2000,III,California Gull,2
2/5/2000,III,Great Blue Heron,1
2/5/2000,III,Great Egret,1
2/5/2000,III,Snowy Egret,8
2/5/2000,III,Unidentified Gull,2
2/5/2000,III,Western Gull,5
2/5/2000,III,Whimbrel,1
2/15/2000,I,Snowy Egret,1
2/15/2000,III,Snowy Egret,5
2/15/2000,III,Unidentified Gull,2
2/15/2000,III,Wandering Tattler,1
2/15/2000,III,Western Gull,2
2/15/2000,III,Whimbrel,1
2/16/2000,I,Snowy Egret,1
2/16/2000,I,Western Gull,2
2/16/2000,II,Black-Bellied Plover,1
2/16/2000,II,Snowy Egret,6
2/16/2000,II,Western Gull,2
2/16/2000,III,Black-Bellied Plover,1
2/16/2000,III,Snowy Egret,3
2/16/2000,III,Wandering Tattler,1
2/16/2000,III,Western Gull,2
2/16/2000,III,Whimbrel,1
2/17/2000,I,Snowy Egret,1
2/17/2000,II,Snowy Egret,4
2/17/2000,II,Western Gull,1
2/17/2000,III,Snowy Egret,8
2/17/2000,III,Unidentified Gull,1
2/17/2000,III,Western Gull,4
2/18/2000,I,California Gull,2
2/18/2000,I,Snowy Egret,1
2/18/2000,I,Western Gull,1
2/18/2000,II,Black-Bellied Plover,1
2/18/2000,II,California Gull,1
2/18/2000,II,Snowy Egret,6
2/18/2000,III,Black-Bellied Plover,2
2/18/2000,III,California Gull,9
2/18/2000,III,Great Blue Heron,1
2/18/2000,III,Snowy Egret,7
2/19/2000,I,Black Turnstone,1
2/19/2000,I,Western Gull,1
2/19/2000,III,Black-Bellied Plover,2
2/19/2000,III,Great Blue Heron,1
2/19/2000,III,Ruddy Turnstone,1
2/19/2000,III,Snowy Egret,4
2/19/2000,III,Wandering Tattler,1
2/19/2000,III,Western Gull,2
3/1/2000,I,Unidentified Gull,1
3/1/2000,I,Willet,2
3/1/2000,II,Snowy Egret,1
3/1/2000,II,Whimbrel,1
3/1/2000,III,Black-Bellied Plover,1
3/1/2000,III,California Gull,1
3/1/2000,III,Marbled Godwit,2
3/1/2000,III,Snowy Egret,3
3/1/2000,III,Western Gull,3
3/1/2000,III,Whimbrel,1
3/1/2000,III,Willet,6
3/2/2000,I,Western Gull,1
3/2/2000,II,California Gull,2
3/2/2000,II,Great Blue Heron,1
3/2/2000,II,Marbled Godwit,4
3/2/2000,II,Snowy Egret,1
3/2/2000,II,Willet,8
3/2/2000,III,California Gull,1
3/2/2000,III,Great Blue Heron,1
3/2/2000,III,Great Egret,1
3/2/2000,III,Snowy Egret,3
3/3/2000,I,Snowy Egret,2
3/3/2000,I,Willet,1
3/3/2000,II,California Gull,1
3/3/2000,II,Marbled Godwit,2
3/3/2000,II,Western Gull,1
3/3/2000,III,Black-Bellied Plover,1
3/3/2000,III,European Starling,1
3/3/2000,III,Marbled Godwit,1
3/3/2000,III,Merganser,1
3/3/2000,III,Snowy Egret,4
3/3/2000,III,Wandering Tattler,1
3/3/2000,III,Whimbrel,3
3/3/2000,III,Willet,9
3/4/2000,I,Black Turnstone,1
3/4/2000,I,Western Gull,1
3/4/2000,II,Black Turnstone,3
3/4/2000,II,Snowy Egret,1
3/4/2000,II,Wandering Tattler,1
3/4/2000,III,Black-Bellied Plover,5
3/4/2000,III,Common Merganser,2
3/4/2000,III,Marbled Godwit,2
3/4/2000,III,Ring-Billed Gull,1
3/4/2000,III,Ruddy Turnstone,4
3/4/2000,III,Snowy Egret,5
3/4/2000,III,Western Gull,1
3/4/2000,III,Whimbrel,2
3/4/2000,III,Willet,3
3/5/2000,I,Ruddy Turnstone,3
3/5/2000,II,Wandering Tattler,1
3/5/2000,II,Willet,2
3/5/2000,III,Black Phoebe,2
3/5/2000,III,Black Turnstone,1
3/5/2000,III,Black-Bellied Plover,2
3/5/2000,III,California Gull,6
3/5/2000,III,Marbled Godwit,1
3/5/2000,III,Ruddy Turnstone,2
3/5/2000,III,Wandering Tattler,3
3/5/2000,III,Willet,3
3/6/2000,I,Black Turnstone,3
3/6/2000,I,Western Gull,2
3/6/2000,II,Black Turnstone,3
3/6/2000,II,Marbled Godwit,2
3/6/2000,II,Ruddy Turnstone,1
3/6/2000,II,Snowy Egret,2
3/6/2000,II,Wandering Tattler,1
3/6/2000,II,Whimbrel,4
3/6/2000,II,Willet,5
3/6/2000,III,Black-Bellied Plover,2
3/6/2000,III,Red-breasted Merganser,1
3/6/2000,III,Ring-Billed Gull,1
3/6/2000,III,Snowy Egret,1
3/6/2000,III,Unidentified Gull,1
3/6/2000,III,Western Gull,2
3/6/2000,III,Whimbrel,1
3/6/2000,III,Willet,1
3/16/2000,III,California Gull,1
3/16/2000,III,Great Blue Heron,2
3/16/2000,III,Great Egret,1
3/16/2000,III,Marbled Godwit,3
3/16/2000,III,Ring-Billed Gull,1
3/16/2000,III,Snowy Egret,5
3/16/2000,III,Unidentified Gull,2
3/16/2000,III,Wandering Tattler,1
3/16/2000,III,Western Gull,3
3/16/2000,III,Whimbrel,1
3/16/2000,III,Willet,7
3/17/2000,II,Snowy Egret,1
3/17/2000,III,Black-Bellied Plover,2
3/17/2000,III,Great Blue Heron,1
3/17/2000,III,Great Egret,1
3/17/2000,III,Marbled Godwit,2
3/17/2000,III,Ring-Billed Gull,1
3/17/2000,III,Snowy Egret,4
3/17/2000,III,Spotted Sandpiper,1
3/17/2000,III,Unidentified Gull,3
3/17/2000,III,Western Gull,3
3/17/2000,III,Whimbrel,3
3/17/2000,III,Willet,9
3/18/2000,III,Great Blue Heron,1
3/18/2000,III,Snowy Egret,4
3/18/2000,III,Spotted Sandpiper,1
3/18/2000,III,Unidentified Gull,1
3/18/2000,III,Wandering Tattler,1
3/18/2000,III,Western Gull,2
3/18/2000,III,Whimbrel,1
3/18/2000,III,Willet,5
3/19/2000,I,Western Gull,1
3/19/2000,III,Black-Bellied Plover,2
3/19/2000,III,Great Blue Heron,1
3/19/2000,III,Great Egret,1
3/19/2000,III,Marbled Godwit,2
3/19/2000,III,Snowy Egret,3
3/19/2000,III,Spotted Sandpiper,2
3/19/2000,III,Unidentified Gull,1
3/19/2000,III,Western Gull,2
3/19/2000,III,Whimbrel,1
3/19/2000,III,Willet,5
3/20/2000,I,Western Gull,1
3/20/2000,II,Black Turnstone,1
3/20/2000,II,Snowy Egret,3
3/20/2000,II,Wandering Tattler,1
3/20/2000,II,Willet,1
3/20/2000,III,Great Blue Heron,1
3/20/2000,III,Marbled Godwit,1
3/20/2000,III,Snowy Egret,3
3/20/2000,III,Spotted Sandpiper,1
3/20/2000,III,Unidentified Gull,1
3/20/2000,III,Western Gull,1
3/20/2000,III,Willet,1
3/30/2000,I,Snowy Egret,1
3/30/2000,II,Snowy Egret,1
3/30/2000,II,Wandering Tattler,2
3/30/2000,III,Marbled Godwit,2
3/30/2000,III,Western Gull,1
3/30/2000,III,Willet,4
3/31/2000,I,Snowy Egret,1
3/31/2000,I,Western Gull,1
3/31/2000,II,Marbled Godwit,1
3/31/2000,II,Wandering Tattler,1
3/31/2000,II,Western Gull,2
3/31/2000,II,Willet,4
3/31/2000,III,Great Egret,1
3/31/2000,III,Marbled Godwit,1
3/31/2000,III,Snowy Egret,2
3/31/2000,III,Unidentified Gull,1
3/31/2000,III,Western Gull,2
3/31/2000,III,Whimbrel,2
3/31/2000,III,Willet,2
4/1/2000,I,Western Gull,1
4/1/2000,II,Wandering Tattler,1
4/1/2000,III,Great Blue Heron,1
4/1/2000,III,Marbled Godwit,1
4/1/2000,III,Snowy Egret,2
4/1/2000,III,Wandering Tattler,1
4/1/2000,III,Western Gull,3
4/1/2000,III,Willet,3
4/2/2000,I,Great Blue Heron,1
4/2/2000,I,Snowy Egret,1
4/2/2000,I,Western Gull,1
4/2/2000,II,Snowy Egret,1
4/2/2000,II,Wandering Tattler,1
4/2/2000,II,Western Gull,1
4/2/2000,III,Black-Bellied Plover,1
4/2/2000,III,Cormorant,1
4/2/2000,III,Great Blue Heron,1
4/2/2000,III,Great Egret,1
4/2/2000,III,Marbled Godwit,8
4/2/2000,III,Snowy Egret,3
4/2/2000,III,Spotted Sandpiper,1
4/2/2000,III,Western Gull,1
4/2/2000,III,Whimbrel,3
4/2/2000,III,Willet,10
4/3/2000,I,Unidentified Gull,1
4/3/2000,I,Western Gull,1
4/3/2000,II,Great Blue Heron,1
4/3/2000,II,Western Gull,1
4/3/2000,III,Great Egret,1
4/3/2000,III,Marbled Godwit,2
4/3/2000,III,Snowy Egret,4
4/3/2000,III,Western Gull,4
4/3/2000,III,Whimbrel,2
4/3/2000,III,Willet,6
4/11/2000,II,Snowy Egret,7
4/11/2000,II,Western Gull,2
4/11/2000,II,Willet,6
4/11/2000,III,Spotted Sandpiper,1
4/11/2000,III,Unidentified Gull,6
4/11/2000,III,Western Gull,2
4/12/2000,I,Western Gull,3
4/12/2000,II,Snowy Egret,2
4/12/2000,II,Unidentified Bird (non-gull),1
4/12/2000,II,Wandering Tattler,1
4/12/2000,II,Willet,6
4/12/2000,III,Unidentified Gull,7
4/12/2000,III,Western Gull,4
4/12/2000,III,Whimbrel,1
4/14/2000,I,Snowy Egret,2
4/14/2000,I,Western Gull,1
4/14/2000,II,Snowy Egret,1
4/14/2000,II,Western Gull,1
4/14/2000,II,Whimbrel,1
4/14/2000,II,Willet,2
4/16/2000,I,Snowy Egret,1
4/16/2000,I,Western Gull,1
4/16/2000,II,Snowy Egret,1
4/16/2000,III,Great Egret,1
4/16/2000,III,Ring-Billed Gull,1
4/16/2000,III,Snowy Egret,2
4/16/2000,III,Spotted Sandpiper,2
4/16/2000,III,Western Gull,2
4/16/2000,III,Whimbrel,3
4/17/2000,I,Ring-Billed Gull,1
4/17/2000,I,Snowy Egret,1
4/17/2000,I,Western Gull,3
4/17/2000,I,Willet,1
4/17/2000,II,Snowy Egret,1
4/17/2000,II,Western Gull,2
4/17/2000,III,Spotted Sandpiper,1
4/17/2000,III,Whimbrel,1
5/10/2000,I,Unidentified Bird (non-gull),1
5/10/2000,I,Western Gull,1
5/10/2000,II,Wandering Tattler,1
5/10/2000,III,Great Blue Heron,1
5/10/2000,III,Unidentified Bird (non-gull),1
5/10/2000,III,Western Gull,1
5/10/2000,III,Whimbrel,2
5/11/2000,I,Great Blue Heron,1
5/11/2000,I,Western Gull,1
5/11/2000,II,Wandering Tattler,1
5/11/2000,II,Willet,1
5/11/2000,III,Cormorant,1
5/11/2000,III,Snowy Egret,3
5/11/2000,III,Spotted Sandpiper,1
5/11/2000,III,Western Gull,1
5/12/2000,I,Western Gull,1
5/12/2000,II,Snowy Egret,1
5/12/2000,II,Wandering Tattler,1
5/12/2000,II,Western Gull,1
5/12/2000,III,Spotted Sandpiper,2
5/12/2000,III,Western Gull,1
5/12/2000,III,Whimbrel,1
10/25/2000,I,Snowy Egret,1
10/25/2000,II,Black-Bellied Plover,1
10/25/2000,II,Ruddy Turnstone,1
10/25/2000,II,Wandering Tattler,1
10/25/2000,III,Black-Bellied Plover,1
10/25/2000,III,Snowy Egret,2
10/25/2000,III,Spotted Sandpiper,3
10/25/2000,III,Western Gull,9
10/25/2000,III,Whimbrel,1
10/25/2000,III,Willet,1
10/26/2000,I,Western Gull,1
10/26/2000,II,Black Turnstone,2
10/26/2000,II,Black-Bellied Plover,1
10/26/2000,II,Great Blue Heron,1
10/26/2000,II,Ruddy Turnstone,3
10/26/2000,II,Snowy Egret,2
10/26/2000,II,Wandering Tattler,2
10/26/2000,II,Western Gull,1
10/26/2000,II,Whimbrel,1
10/26/2000,III,Black-Bellied Plover,2
10/26/2000,III,Snowy Egret,2
10/26/2000,III,Spotted Sandpiper,3
10/26/2000,III,Western Grebe,1
10/26/2000,III,Western Gull,9
10/26/2000,III,Whimbrel,1
10/26/2000,III,Willet,3
11/10/2000,I,Spotted Sandpiper,1
11/10/2000,I,Western Gull,1
11/10/2000,II,Ruddy Turnstone,1
11/10/2000,II,Spotted Sandpiper,1
11/10/2000,II,Wandering Tattler,3
11/10/2000,III,Black-Bellied Plover,1
11/10/2000,III,Great Blue Heron,1
11/10/2000,III,Snowy Egret,3
11/10/2000,III,Spotted Sandpiper,1
11/10/2000,III,Wandering Tattler,1
11/10/2000,III,Western Gull,11
11/10/2000,III,Whimbrel,2
11/11/2000,I,Heerman's Gull,1
11/11/2000,I,Snowy Egret,1
11/11/2000,I,Wandering Tattler,3
11/11/2000,I,Western Gull,3
11/11/2000,II,Snowy Egret,3
11/11/2000,II,Western Gull,2
11/11/2000,II,Willet,4
11/11/2000,III,Black-Bellied Plover,2
11/11/2000,III,Great Blue Heron,1
11/11/2000,III,Herring Gull,1
11/11/2000,III,Ruddy Turnstone,3
11/11/2000,III,Snowy Egret,2
11/11/2000,III,Unidentified Gull,3
11/11/2000,III,Western Gull,7
11/11/2000,III,Willet,1
11/12/2000,I,Black Turnstone,1
11/12/2000,I,Unidentified Bird (non-gull),2
11/12/2000,I,Unidentified Gull,1
11/12/2000,I,Western Gull,1
11/12/2000,II,Black-Bellied Plover,1
11/12/2000,II,Marbled Godwit,1
11/12/2000,II,Snowy Egret,1
11/12/2000,II,Western Gull,2
11/12/2000,II,Whimbrel,1
11/12/2000,II,Willet,6
11/12/2000,III,Black Phoebe,1
11/12/2000,III,Black-Bellied Plover,2
11/12/2000,III,Great Blue Heron,2
11/12/2000,III,Snowy Egret,6
11/12/2000,III,Unidentified Gull,2
11/12/2000,III,Western Gull,5
11/12/2000,III,Willet,3
11/23/2000,I,California Gull,2
11/23/2000,I,Snowy Egret,1
11/23/2000,II,California Gull,1
11/23/2000,II,Snowy Egret,1
11/23/2000,III,California Gull,20
11/23/2000,III,Great Blue Heron,1
11/23/2000,III,Pelican,3
11/23/2000,III,Ring-Billed Gull,9
11/23/2000,III,Ruddy Turnstone,1
11/23/2000,III,Sanderling,2
11/23/2000,III,Snowy Egret,3
11/23/2000,III,Whimbrel,8
11/24/2000,I,Snowy Egret,4
11/24/2000,II,Black-Bellied Plover,2
11/24/2000,II,Great Blue Heron,1
11/24/2000,II,Sanderling,2
11/24/2000,II,Snowy Egret,1
11/24/2000,II,Western Gull,3
11/24/2000,II,Willet,1
11/24/2000,III,Black-Bellied Plover,14
11/24/2000,III,Great Blue Heron,1
11/24/2000,III,Marbled Godwit,4
11/24/2000,III,Snowy Egret,3
11/24/2000,III,Western Gull,1
11/24/2000,III,Willet,3
12/8/2000,I,Ruddy Turnstone,1
12/8/2000,I,Snowy Egret,1
12/8/2000,I,Western Gull,1
12/8/2000,I,Willet,1
12/8/2000,II,Black-Bellied Plover,1
12/8/2000,II,Ruddy Turnstone,1
12/8/2000,II,Snowy Egret,1
12/8/2000,II,Wandering Tattler,2
12/8/2000,II,Western Gull,1
12/8/2000,II,Willet,1
12/8/2000,III,Black-Bellied Plover,2
12/8/2000,III,Marbled Godwit,3
12/8/2000,III,Ruddy Turnstone,5
12/8/2000,III,Snowy Egret,2
12/8/2000,III,Spotted Sandpiper,2
12/8/2000,III,Whimbrel,1
12/8/2000,III,Willet,6
12/9/2000,I,Western Gull,2
12/9/2000,II,Black-Bellied Plover,1
12/9/2000,II,Snowy Egret,3
12/9/2000,II,Western Gull,1
12/9/2000,III,Black Turnstone,9
12/9/2000,III,Marbled Godwit,2
12/9/2000,III,Ring-Billed Gull,1
12/9/2000,III,Snowy Egret,2
12/9/2000,III,Western Gull,2
12/9/2000,III,Willet,3
12/10/2000,I,Snowy Egret,2
12/10/2000,I,Western Gull,1
12/10/2000,II,Black-Bellied Plover,1
12/10/2000,II,Snowy Egret,1
12/10/2000,II,Wandering Tattler,2
12/10/2000,II,Western Gull,2
12/10/2000,II,Willet,1
12/10/2000,III,Black Turnstone,2
12/10/2000,III,Black-Bellied Plover,2
12/10/2000,III,Great Blue Heron,2
12/10/2000,III,Marbled Godwit,3
12/10/2000,III,Ring-Billed Gull,1
12/10/2000,III,Snowy Egret,2
12/10/2000,III,Spotted Sandpiper,4
12/10/2000,III,Western Gull,7
12/10/2000,III,Whimbrel,1
12/10/2000,III,Willet,5
12/22/2000,I,Black Turnstone,25
12/22/2000,I,Black-Bellied Plover,2
12/22/2000,I,Ruddy Turnstone,1
12/22/2000,I,Snowy Egret,2
12/22/2000,I,Wandering Tattler,1
12/22/2000,I,Western Gull,2
12/22/2000,I,Willet,1
12/22/2000,II,Black Turnstone,3
12/22/2000,II,Marbled Godwit,1
12/22/2000,II,Ruddy Turnstone,1
12/22/2000,II,Snowy Egret,4
12/22/2000,II,Western Gull,1
12/22/2000,II,Whimbrel,1
12/22/2000,II,Willet,2
12/22/2000,III,Black Turnstone,1
12/22/2000,III,Black-Bellied Plover,5
12/22/2000,III,California Gull,1
12/22/2000,III,Great Blue Heron,1
12/22/2000,III,Marbled Godwit,8
12/22/2000,III,Ruddy Turnstone,3
12/22/2000,III,Snowy Egret,3
12/22/2000,III,Spotted Sandpiper,2
12/22/2000,III,Whimbrel,3
12/22/2000,III,Willet,10
12/23/2000,I,Snowy Egret,1
12/23/2000,I,Western Gull,1
12/23/2000,II,Black Turnstone,1
12/23/2000,II,Wandering Tattler,2
12/23/2000,III,Black-Bellied Plover,3
12/23/2000,III,Marbled Godwit,2
12/23/2000,III,Snowy Egret,4
12/23/2000,III,Spotted Sandpiper,3
12/23/2000,III,Western Gull,2
12/23/2000,III,Whimbrel,1
12/23/2000,III,Willet,5
12/24/2000,I,Snowy Egret,2
12/24/2000,I,Western Gull,1
12/24/2000,II,Black-Bellied Plover,1
12/24/2000,II,Spotted Sandpiper,1
12/24/2000,II,Western Gull,1
12/24/2000,III,Black Turnstone,3
12/24/2000,III,Black-Bellied Plover,2
12/24/2000,III,Great Blue Heron,1
12/24/2000,III,Marbled Godwit,2
12/24/2000,III,Ruddy Turnstone,1
12/24/2000,III,Snowy Egret,5
12/24/2000,III,Spotted Sandpiper,2
12/24/2000,III,Unidentified Bird (non-gull),5
12/24/2000,III,Western Gull,4
12/24/2000,III,Whimbrel,2
12/24/2000,III,Willet,4
12/25/2000,I,Snowy Egret,3
12/25/2000,I,Western Gull,1
12/25/2000,II,Black Turnstone,8
12/25/2000,II,Black-Bellied Plover,1
12/25/2000,II,Snowy Egret,1
12/25/2000,II,Wandering Tattler,2
12/25/2000,II,Whimbrel,1
12/25/2000,II,Willet,1
12/25/2000,III,Black Turnstone,18
12/25/2000,III,Black-Bellied Plover,3
12/25/2000,III,Great Blue Heron,1
12/25/2000,III,Marbled Godwit,3
12/25/2000,III,Ring-Billed Gull,1
12/25/2000,III,Ruddy Turnstone,4
12/25/2000,III,Snowy Egret,5
12/25/2000,III,Spotted Sandpiper,3
12/25/2000,III,Western Gull,1
12/25/2000,III,Whimbrel,2
12/25/2000,III,Willet,7
1/6/2001,II,Wandering Tattler,1
1/6/2001,II,Western Gull,2
1/6/2001,III,Black Turnstone,28
1/6/2001,III,Black-Bellied Plover,1
1/6/2001,III,Great Blue Heron,2
1/6/2001,III,Marbled Godwit,2
1/6/2001,III,Snowy Egret,3
1/6/2001,III,Spotted Sandpiper,1
1/6/2001,III,Wandering Tattler,1
1/6/2001,III,Western Gull,2
1/6/2001,III,Whimbrel,2
1/6/2001,III,Willet,5
1/7/2001,I,Snowy Egret,3
1/7/2001,I,Western Gull,1
1/7/2001,II,Great Blue Heron,1
1/7/2001,II,Snowy Egret,1
1/7/2001,III,Black Turnstone,16
1/7/2001,III,Black-Bellied Plover,2
1/7/2001,III,Ruddy Turnstone,1
1/7/2001,III,Snowy Egret,8
1/7/2001,III,Western Gull,3
1/7/2001,III,Whimbrel,1
1/7/2001,III,Willet,9
1/8/2001,I,Black Turnstone,1
1/8/2001,I,Snowy Egret,2
1/8/2001,I,Western Gull,3
1/8/2001,II,Black Turnstone,3
1/8/2001,II,Western Gull,3
1/8/2001,II,Willet,1
1/8/2001,III,Marbled Godwit,1
1/8/2001,III,Western Gull,2
1/8/2001,III,Whimbrel,1
1/8/2001,III,Willet,7
1/9/2001,I,Black Turnstone,1
1/9/2001,I,Snowy Egret,2
1/9/2001,I,Western Gull,1
1/9/2001,II,Snowy Egret,1
1/9/2001,III,Great Blue Heron,1
1/9/2001,III,Marbled Godwit,2
1/9/2001,III,Ring-Billed Gull,1
1/9/2001,III,Snowy Egret,4
1/9/2001,III,Spotted Sandpiper,1
1/9/2001,III,Unidentified Gull,1
1/9/2001,III,Western Gull,1
1/9/2001,III,Whimbrel,2
1/9/2001,III,Willet,3
1/19/2001,I,Willet,1
1/19/2001,II,Black Turnstone,5
1/19/2001,II,Black-Bellied Plover,1
1/19/2001,II,Unidentified Bird (non-gull),5
1/19/2001,II,Unidentified Gull,1
1/19/2001,II,Western Gull,1
1/19/2001,II,Whimbrel,1
1/19/2001,II,Willet,1
1/19/2001,III,Black-Bellied Plover,1
1/19/2001,III,Spotted Sandpiper,1
1/19/2001,III,Unidentified Bird (non-gull),9
1/19/2001,III,Wandering Tattler,1
1/19/2001,III,Western Gull,1
1/19/2001,III,Whimbrel,1
1/20/2001,I,Western Gull,2
1/20/2001,II,Black-Bellied Plover,1
1/20/2001,II,Spotted Sandpiper,1
1/20/2001,II,Wandering Tattler,1
1/20/2001,III,Black-Bellied Plover,1
1/20/2001,III,Great Blue Heron,1
1/20/2001,III,Marbled Godwit,1
1/20/2001,III,Snowy Egret,3
1/20/2001,III,Whimbrel,1
1/20/2001,III,Willet,5
1/21/2001,I,Ring-Billed Gull,1
1/21/2001,I,Snowy Egret,1
1/21/2001,I,Western Gull,1
1/21/2001,II,Snowy Egret,1
1/21/2001,II,Western Gull,2
1/21/2001,III,Black Turnstone,4
1/21/2001,III,Black-Bellied Plover,4
1/21/2001,III,Cormorant,1
1/21/2001,III,Marbled Godwit,2
1/21/2001,III,Ring-Billed Gull,1
1/21/2001,III,Snowy Egret,2
1/21/2001,III,Spotted Sandpiper,1
1/21/2001,III,Western Gull,3
1/21/2001,III,Whimbrel,3
1/21/2001,III,Willet,7
1/23/2001,I,Snowy Egret,2
1/23/2001,I,Western Gull,2
1/23/2001,I,Willet,1
1/23/2001,II,Black Turnstone,1
1/23/2001,II,Snowy Egret,1
1/23/2001,II,Spotted Sandpiper,1
1/23/2001,II,Wandering Tattler,1
1/23/2001,II,Whimbrel,2
1/23/2001,II,Willet,3
1/23/2001,III,Black Turnstone,2
1/23/2001,III,Black-Bellied Plover,1
1/23/2001,III,California Gull,1
1/23/2001,III,Great Blue Heron,1
1/23/2001,III,Marbled Godwit,2
1/23/2001,III,Ruddy Turnstone,4
1/23/2001,III,Snowy Egret,2
1/23/2001,III,Spotted Sandpiper,2
1/23/2001,III,Western Gull,2
1/24/2001,I,Black Turnstone,22
1/24/2001,I,Ruddy Turnstone,2
1/24/2001,I,Snowy Egret,2
1/24/2001,I,Western Gull,3
1/24/2001,I,Willet,1
1/24/2001,II,Black Turnstone,5
1/24/2001,II,Great Blue Heron,2
1/24/2001,II,Ring-Billed Gull,1
1/24/2001,II,Ruddy Turnstone,1
1/24/2001,II,Snowy Egret,5
1/24/2001,II,Spotted Sandpiper,1
1/24/2001,II,Western Gull,1
1/24/2001,III,Black Turnstone,2
1/24/2001,III,Black-Bellied Plover,3
1/24/2001,III,Bonaparte's Gull,1
1/24/2001,III,California Gull,15
1/24/2001,III,Great Blue Heron,1
1/24/2001,III,Marbled Godwit,2
1/24/2001,III,Ring-Billed Gull,7
1/24/2001,III,Royal Tern,17
1/24/2001,III,Snowy Egret,6
1/24/2001,III,Wandering Tattler,1
1/24/2001,III,Western Gull,4
1/24/2001,III,Whimbrel,2
1/24/2001,III,Willet,9
2/4/2001,II,Great Blue Heron,1
2/4/2001,II,Snowy Egret,2
2/4/2001,III,Black Turnstone,2
2/4/2001,III,European Starling,3
2/4/2001,III,Great Blue Heron,1
