SurveyDate,Zone,Bird,Count
11/18/2021,II,Great Blue Heron,1
11/18/2021,II,Spotted Sandpiper,1
11/18/2021,II,Western Gull,6
11/18/2021,II,Whimbrel,1
11/18/2021,III,Black Phoebe,1
11/18/2021,III,Brown Pelican,70
11/18/2021,III,Great Blue Heron,1
11/18/2021,III,Great Egret,11
11/18/2021,III,Snowy Egret,1
11/18/2021,III,Spotted Sandpiper,1
11/18/2021,III,Western Gull,23
11/18/2021,III Rocky Outcrop,Brown Pelican,94
11/18/2021,III Rocky Outcrop,Cormorant,2
11/18/2021,III Rocky Outcrop,Great Egret,6
11/18/2021,III Rocky Outcrop,Snowy Egret,1
11/18/2021,III Rocky Outcrop,Unidentified Gull,60
12/25/2023,I,Western Gull,1
12/25/2023,II,Black Phoebe,2
12/25/2023,II,Brown Pelican,4
12/25/2023,II,California Gull,1
12/25/2023,II,Great Blue Heron,1
12/25/2023,II,Great Egret,1
12/25/2023,II,Snowy Egret,2
12/25/2023,II,Spotted Sandpiper,2
12/25/2023,II,Western Gull,3
12/25/2023,II,Whimbrel,2
12/25/2023,III,Black Phoebe,2
12/25/2023,III,Brown Pelican,4
12/25/2023,III,California Gull,2
12/25/2023,III,Great Blue Heron,1
12/25/2023,III,Great Egret,1
12/25/2023,III,Heerman's Gull,1
12/25/2023,III,Snowy Egret,1
12/25/2023,III,Spotted Sandpiper,1
12/25/2023,III,Unidentified Gull,2
12/25/2023,III,Western Gull,10
12/25/2023,III Rocky Outcrop,Brown Pelican,9
12/25/2023,III Rocky Outcrop,Cormorant,3
12/25/2023,III Rocky Outcrop,Great Blue Heron,1
12/25/2023,III Rocky Outcrop,Great Egret,2
12/25/2023,III Rocky Outcrop,Snowy Egret,1
12/25/2023,III Rocky Outcrop,Unidentified Gull,89
12/26/2023,I,Snowy Egret,1
12/26/2023,I,Western Gull,1
12/26/2023,II,Black Phoebe,1
12/26/2023,II,Great Blue Heron,1
12/26/2023,II,Great Egret,1
12/26/2023,II,Snowy Egret,1
12/26/2023,II,Unidentified Bird (non-gull),1
12/26/2023,II,Western Gull,1
12/26/2023,III,Cormorant,1
